Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Medalla
Asia Wine Trophy 2022,FLETRIS,2021,Montemajor SRL,Italia,Apulien,Vino tranquilo,Semi seco,maduración en barrica de madera,tinto,Primitivo,"14,5","5,67",12,121,10,Gold
Asia Wine Trophy 2022,Great Governato,2020,Vino Pellegrino Toscana,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Sangiovese, Merlot","13,5","5,3",10,135,18,Gold
Asia Wine Trophy 2022,Rendola,2016,Cerester,Italia,Toscana,Vino tranquilo,semi dulce,tanque de acero,tinto,"Sangiovese, Merlot",13,"5,2",3,90,11,Gold
Asia Wine Trophy 2022,gorgoli,2019,Terre del Bruno Società Agricola s.s,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Sangiovese","13,5",5,"0,9",98,19,Gold
Asia Wine Trophy 2022,Contiscaia,2020,Vino Pellegrino Toscana,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Syrah, Sangiovese, Cabernet Sauvignon","13,5","5,7","12,5",145,"14,95",Gold
Asia Wine Trophy 2022,Señorio De Iniesta Syrah Coleccion,2020,Bodega Union Campesina Iniestense,España,Kastilien-La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,Syrah,"14,5","3,86","7,2",130,"6,35",Gold
Asia Wine Trophy 2022,Señorio De Iniesta Premium Coupage,2020,Bodega Union Campesina Iniestense,España,Kastilien-La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Syrah","14,5","3,79","3,4",130,"8,5",Gold
Asia Wine Trophy 2022,Feteasca Neagra,2019,Te Wa Wine Co.,Moldavia,Purcari,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Fetească Neagră,"14,6","5,2","2,9",58,13,Gold
Asia Wine Trophy 2022,ENTERIZO TINTO GRAN RESERVA,2016,Bodegas Coviñas,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Garnacha, Bobal, Cabernet Sauvignon",13,"5,2","3,7",89,"6,05",Gold
Asia Wine Trophy 2022,REQUEVIN TINTO,2021,Bodegas Coviñas,España,Valencia,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Bobal","12,5",5,4,98,2,Gold
Asia Wine Trophy 2022,NODUS BOBAL ECOLOGICO,2019,BODEGAS NODUS S.L.U,España,Valencia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Bobal,"13,52","5,1",158,106,No especificado,Gold
Asia Wine Trophy 2022,Mola Tinto,2020,De Moya,España,Valencia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Bobal,"14,69","5,2","2,35",65,5,Gold
Asia Wine Trophy 2022,Maria,2019,De Moya,España,Valencia,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Bobal,"14,71","5,53","2,98",38,7,Gold
Asia Wine Trophy 2022,REQUEVIN TINTO GRAN RESERVA,2016,Bodegas Coviñas,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Garnacha, Bobal, Cabernet Sauvignon",13,"5,2","3,7",89,"6,05",Gold
Asia Wine Trophy 2022,ENTERIZO TINTO RESERVA,2018,Bodegas Coviñas,España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Garnacha, Bobal, Tempranillo",13,"5,2","3,8",100,"2,95",Gold
Asia Wine Trophy 2022,Fuoriclasse Primitivo di Manduria DOP,2017,Agricola Erario S.S.,Italia,Apulien,Vino tranquilo,Seco,Hormigón,tinto,Primitivo,"19,3","6,9","13,5",70,32,Gold
Asia Wine Trophy 2022,Herdade Barranco do Vale  Blend Tinto Reserva 2019,2019,"Herdade Barranco do Vale, Unipessoal Lda",Portugal,Algarve,Vino tranquilo,Seco,tanque de acero,tinto,"Castelão, Aragonez",14,"5,46","0,6",47,9,Gold
Asia Wine Trophy 2022,Herdade Barranco do Vale Castelão Reserva 2018,2018,"Herdade Barranco do Vale, Unipessoal Lda",Portugal,Algarve,Vino tranquilo,Seco,tanque de acero,tinto,Castelão,"13,5","4,68","0,6",31,9,Gold
Asia Wine Trophy 2022,Secano,2019,Invina Wines,Chile,Vale del Maule,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"14,3","5,77","1,58",56,35,Gold
Asia Wine Trophy 2022,Sierra Batuco Lone Rider,2019,Invina Wines,Chile,Vale del Maule,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Carmenère, Cabernet Sauvignon, Syrah","13,9","4,9","2,86",94,19,Gold
Asia Wine Trophy 2022,Cuartel 4A,2020,Invina Wines,Chile,Vale del Maule,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Carmenère,"13,9","5,28","3,5",46,35,Gold
Asia Wine Trophy 2022,Ojos Verdes,2019,Invina Wines,Chile,Vale del Maule,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Tempranillo, Carmenère, Cabernet Franc, Syrah","14,1","6,04","2,4",62,35,Gold
Asia Wine Trophy 2022,Dominios del Marquesado Reserva,2015,Bodegas Valdemar,España,La Rioja,Vino tranquilo,Seco,tanque de acero,tinto,"Garnacha Tinta, Tempranillo, Mazuelo","13,78","5,17","1,8",97,"10,5",Gold
Asia Wine Trophy 2022,Altos d'Oliva,2014,"La Vinícola de Gandesa, S.L.",España,Cataluña,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Garnacha, Cabernet Sauvignon, Tempranillo","14,1","5,2","0,2",122,"9,5",Gold
Asia Wine Trophy 2022,Marqués de Velilla crianza,2019,Grandes Bodegas SL,España,Ribera del Duero,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"14,5",5,2,60,7,Gold
Asia Wine Trophy 2022,VIÑAS DEL REY GRAN RESERVA,2015,Felix Solis (Valdepeñas),España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,13,"4,61",3,150,7,Gold
Asia Wine Trophy 2022,Raices Gran Reserva,2016,Bodegas Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"13,44","4,93","2,6",81,6,Gold
Asia Wine Trophy 2022,Finca los Altos Gran Reserva,2016,Bodegas Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"13,43","4,93","2,4",96,6,Gold
Asia Wine Trophy 2022,Tanis Gran Reserva,2016,Bodegas Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"13,43","4,93","2,4",96,6,Gold
Asia Wine Trophy 2022,Viloria Gran Reserva,2016,Bodegas Fernando Castro,España,Kastilien-La Mancha,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"13,43","4,93","2,4",96,6,Gold
Asia Wine Trophy 2022,Deliella Sicilia DOC,2016,Zonin 1821,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nero d´Avola,"13,79","5,51","2,8",104,45,Gold
Asia Wine Trophy 2022,Amìra Nero d'Avola Sicilia DOC,2019,Feudo Principi di Butera,Italia,Sizilien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nero d´Avola,"13,8","5,69","3,89",101,12,Gold
Asia Wine Trophy 2022,Nero d'Avola DOP - Andrero,2021,Alibrianza srl/Cascina Radice,Italia,Sizilien,Vino tranquilo,afrutado,tanque de acero,tinto,Nero d´Avola,14,6,"5,5",105,"6,9",Gold
Asia Wine Trophy 2022,largasìa petit verdot i.g.p. terre siciliane,2018,Azienda Agricola Quignones Alfredo,Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,Petit Verdot,"13,5","5,8","1,8",25,"8,5",Gold
Asia Wine Trophy 2022,C2 Cabernet Cuvée im Barrique gereift,2018,Weingut W. Häfner,Alemania,Württemberg,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Dorsa, Cabernet Dorio","12,5","5,7","3,3",142,"18,6",Gold
Asia Wine Trophy 2022,Cuvée Monika Rotwein QbA trocken,2020,Weingut Henninger GbR,Alemania,Pfalz,Vino tranquilo,Seco,tanque de acero,tinto,"Crimson Glory Vine, Cabernet Dorio, Cabernet Mitos","13,49","5,3","4,3",125,"8,8",Gold
Asia Wine Trophy 2022,LCCB2020,2020,Vignobles Gabriel,Francia,Bordeaux,Vino tranquilo,afrutado,tanque de acero,tinto,"Merlot, Cabernet Franc","13,5","3,22","1,36",0,5,Gold
Asia Wine Trophy 2022,Aglianico del Taburno DOCG,2019,Cantine Iannella S.n.c. di Iannella Mariantonietta,Italia,Kampanien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Aglianico,14,"5,78","0,4",128,"7,5",Gold
Asia Wine Trophy 2022,Benito Escudero,2019,Bodegas Escudero,España,Navarra,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tempranillo, Garnacha","13,5","5,3","2,1",47,6,Gold
Asia Wine Trophy 2022,Lucido,2019,Bodegas Escudero,España,Navarra,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Tempranillo, Garnacha","13,5","5,1",2,48,6,Gold
Asia Wine Trophy 2022,1864 Castillo de Olite Reserva,2016,Bodegas Manzanos,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Garnacha, Tempranillo",14,5,"1,9",96,"12,13",Gold
Asia Wine Trophy 2022,Conde de Artoiz,2020,Bodegas Escudero,España,Navarra,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Tempranillo","13,5","5,4","2,2",47,6,Gold
Asia Wine Trophy 2022,1864 Castillo de Olite Crianza,2018,Bodegas Manzanos,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Garnacha, Tempranillo",14,5,"2,1",94,"8,26",Gold
Asia Wine Trophy 2022,MONFERRATO DOC ROSSO,2021,Dezzani SRL,Italia,Piemont,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Dolcetto, Barbera","13,9","5,7","7,2",150,"7,5",Gold
Asia Wine Trophy 2022,Col de Perdigué,2020,Domaine de La Rectorie,Francia,Roussillon,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,15,"3,37","0,8",22,32,Gold
Asia Wine Trophy 2022,Amarone della Valpolicella DOCG Vallis Dei,2019,Valpantena Wines SPA,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Corvina Veronese, Rondinella",15,"5,6","5,5",103,17,Gold
Asia Wine Trophy 2022,Amarone della Valpolicella Classico DOCG,2015,Tenute Ugolini Società Agricola S.s.,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Molinara, Oseleta, Corvina Veronese, Rondinella","15,5","5,11",4,88,40,Gold
Asia Wine Trophy 2022,Amarone della Valpolicella DOCG Terre di Verona,2019,Valpantena Wines SPA,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Corvina Veronese, Rondinella",15,"5,6","5,5",103,17,Gold
Asia Wine Trophy 2022,Amarone della Valpolicella DOCG Pagus Bisano,2019,Valpantena Wines SPA,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Corvina Veronese, Rondinella",15,"5,6","5,5",103,17,Gold
Asia Wine Trophy 2022,Bainsizza,2018,Postumia Vini srl,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Merlot,"13,5","5,1",4,100,"10,5",Gold
Asia Wine Trophy 2022,MUÑANA 1188,2018,MW Wines,España,Andalucía,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet,"14,5","5,58","1,2",53,18,Gold
Asia Wine Trophy 2022,Camino de Seda,2021,Artiga Fustel S.L.,España,Murcia,Vino tranquilo,Seco,tanque de acero,tinto,"Petit Verdot, Sirah, Monastrell","14,85","4,7","0,8",0,"6,95",Gold
Asia Wine Trophy 2022,CASTILLO DE JUMILLA MONASTRELL-TEMPRANILLO,2021,Bodegas Bleda,España,Murcia,Vino tranquilo,Seco,tanque de acero,tinto,"Monastrell, Tempranilla","14,74","5,19","3,4",76,5,Gold
Asia Wine Trophy 2022,Sasseo Primitivo Salento IGT,2020,Masseria Altemura,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Primitivo,"14,16","5,72","7,34",103,"14,9",Gold
Asia Wine Trophy 2022,Fico,2019,Cignomoro SRL,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Susumariello,"13,5","3,32","4,9",125,24,Gold
Asia Wine Trophy 2022,VINO ANTORINO     SALENTO PRIMITIVO IGT  2021,2021,Montedidio Societa Agricola SRL,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,Primitivo,"14,5","6,13",10,121,No especificado,Gold
Asia Wine Trophy 2022,Valpolicella Ripasso DOC Superiore,2019,Zonin 1821,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Molinara, Corvina, Rondinella","13,98","5,88","5,52",107,"8,99",Gold
Asia Wine Trophy 2022,Jourde,2020,La Chapelle Saint-Mathieu,Francia,Languedoc,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Carignan, Cabernet Sauvignon, Syrah, Grenache",13,"3,17","0,4",28,12,Gold
Asia Wine Trophy 2022,Don Caron,2015,BODEGAS SAN VALERO,España,Aragón,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Carinena, Syrah, Merlot","13,5","3,4","2,1",1,"7,49",Gold
Asia Wine Trophy 2022,Viñas Viejas de Paniza Garnacha,2020,Bodegas Paniza,España,Aragón,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Garnacha,15,"5,5",2,140,8,Gold
Asia Wine Trophy 2022,CASTILLO DE EMBID CRIANZA,2019,"Bodegas Luis Marin Pardos, S.L.",España,Aragón,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Garnacha, Tempranillo","13,65","3,18","1,96",32,"2,5",Gold
Asia Wine Trophy 2022,Syrah,2015,Domaine Florian,Grecia,Makedonien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Syrah,"14,4","6,6",2,3,"28,5",Gold
Asia Wine Trophy 2022,Perlwein rot,2020,Weingut Reis & Luff (Ehegattengemeinschaft Sigrun & Wolfgang Reis),Alemania,Rheinhessen,Vino de aguja,semi-dry,tanque de acero,tinto,Dornfelder,9,"4,7",54,0,"5,5",Gold
Asia Wine Trophy 2022,Castelo de Azurara,2017,"Adega Cooperativa de Mangualde, CRL.",Portugal,Dão,Vino tranquilo,Seco,tanque de acero,tinto,Touriga Nacional,"13,55","5,77","1,3",119,"7,99",Gold
Asia Wine Trophy 2022,Castelo de Azurara,2017,"Adega Cooperativa de Mangualde, CRL.",Portugal,Dão,Vino tranquilo,Seco,tanque de acero,tinto,Alfrocheiro,"14,1","5,37","1,6",126,"7,99",Gold
Asia Wine Trophy 2022,ASTADO RESERVA,2017,Bodegas Fariña,España,Kastilien-León,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tinto de Toro,14,"5,06",5,63,"9,6",Gold
Asia Wine Trophy 2022,FINCA SOBREÑO CRIANZA,2019,Bodegas Sobreno,España,Kastilien-León,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"14,5","5,6","2,3",20,"9,2",Gold
Asia Wine Trophy 2022,Castillo Monte la Reina Cuvée Privée,2017,Bodegas Monte la Reina,España,Kastilien-León,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tinto de Toro,"14,5","4,79","3,9",94,17,Gold
Asia Wine Trophy 2022,GRAN BAJOZ,2018,Pagos del Rey (Toro),España,Kastilien-León,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,"14,5","4,39",4,150,"9,95",Gold
Asia Wine Trophy 2022,DAMA DE TORO ROBLE,2020,Bodegas Fariña,España,Kastilien-León,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Granacha",14,"4,04","2,3",34,"3,85",Gold
Asia Wine Trophy 2022,FINCA SOBREÑO RESERVA SELECCIÓN ESPECIAL,2018,Bodegas Sobreno,España,Kastilien-León,Vino tranquilo,Seco,tanque de acero,tinto,Tempranillo,"14,5","5,3","1,7",45,"17,85",Gold
Asia Wine Trophy 2022,Cañus Verus Arco del Reloj,2014,BODEGAS COVITORO,España,Kastilien-León,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,"14,5","5,05","2,7",86,17,Grand Gold
Asia Wine Trophy 2022,Dominio del Bendito El Primer Paso,2020,Dominio del Bendito,España,Kastilien-León,Vino tranquilo,Seco,Hormigón,tinto,Tinto de Toro,16,"4,64","2,5",54,"11,5",Gold
Asia Wine Trophy 2022,Ktima Driopi Reserve,2018,Tselepos Oinopoiitiki SA.,Grecia,Peloponnes,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Agiorgitiko,"14,65","5,58","2,64",139,15,Gold
Asia Wine Trophy 2022,Maynard's,sin añada,Barão de Vilar,Portugal,Porto,Vino de Oporto,dulce,maduración en barrica de madera,tinto,"Tinta Roriz, Tinta Barroca, Tinto Cao, Touriga Nacional, Touriga Franca",20,"6,63",125,64,85,Grand Gold
Asia Wine Trophy 2022,Château Grand Moulin,2019,Les Vignerons d'Uni-Médoc,Francia,Bordeaux,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Merlot, Cabernet Sauvignon","14,05","3,64","0,3",83,"11,5",Gold
Asia Wine Trophy 2022,MUREDA CABERNET SAUVIGNON,2021,MUREDA ALIMENTACION SL,España,Kastilien-La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,"13,3","4,9",1,0,"4,99",Gold
Asia Wine Trophy 2022,"Cabernet Sauvignon trocken, im Barrique gereift -Edesheimer Ordensgut-",2018,Weingut Werner Anselmann,Alemania,Pfalz,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,"14,38","5,1","1,2",124,"9,9",Gold
Asia Wine Trophy 2022,Valpolicella Ripasso Superiore DOC,2015,Azienda Agricola Falezze di Luca Anselmi,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Oseleta, Corvinone, Corvina Veronese",15,"5,3","3,1",70,38,Gold
Asia Wine Trophy 2022,Amarone della Valpolicella DOCG - Falezze,2016,Azienda Agricola Falezze di Luca Anselmi,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Oseleta, Corvinone, Corvina Veronese","15,5","5,45","3,3",66,70,Gold
Asia Wine Trophy 2022,Taurasi iNobili del Regno di Napoli,2017,Enodelta di Antonio Caputo,Italia,Kampanien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Aglianico,"14,5","5,85",0,40,12,Gold
Asia Wine Trophy 2022,reserva especial,2015,BODEGAS PAGO DE LARRAINZAR S.L.U,España,Navarra,Vino tranquilo,semi-dry,maduración en barrica de madera,tinto,"Garnacha, Tempranillo, Merlot, Cabernet Sauvignon",15,5,"1,6",120,25,Gold
Asia Wine Trophy 2022,Hacienda Uvanis Crianza,2018,Anecoop,España,Navarra,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Garnacha",14,6,1,100,10,Gold
Asia Wine Trophy 2022,ANGEL DE LARRAINZAR,2019,BODEGAS PAGO DE LARRAINZAR S.L.U,España,Navarra,Vino tranquilo,semi-dry,tanque de acero,tinto,"Garnacha, Cabernet Sauvignon, Tempranillo, Merlot","14,5","5,4","2,1",56,8,Gold
Asia Wine Trophy 2022,Agramont reserva,2016,Bodegas Agronavarra,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Tempranillo,14,"5,4","2,8",101,8,Gold
Asia Wine Trophy 2022,Ochoa Reserva,2014,BODEGAS OCHOA,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Tempranillo, Merlot","14,5","5,3",3,58,16,Gold
Asia Wine Trophy 2022,merlot riserva doc colli del trasimeno spiridione,2018,Berioli Agricola S.S.,Italia,Umbrien,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,Merlot,"14,5","5,58",6,90,15,Gold
Asia Wine Trophy 2022,"SANTOS DA CASA RESERVA, DOC DOURO, RED",2018,"Santos & Seixo - Wines Distribuição, Lda",Portugal,Douro,Vino tranquilo,afrutado,maduración en barrica - parcialmente,tinto,"Tinta Amarella, Tinta Roriz, Tourica National, Touriga Franca",14,"5,3","1,9",90,"14,99",Gold
Asia Wine Trophy 2022,Quinta da Oliveirinha Grande Reserva,2018,Domingos Alves de Sousa,Portugal,Douro,Vino tranquilo,Seco,No especificado,tinto,"Touriga Nacional, Tinta Amarella, Touriga Franca, Otros varietales","14,5","6,2",2,112,25,Gold
Asia Wine Trophy 2022,Caves Santa Marta  Touriga Nacional  Reserva,2015,"Caves Santa Marta, Vinhos e Derivados, CRL",Portugal,Douro,Vino tranquilo,Seco,tanque de acero,tinto,Touriga Nacional,"13,8","5,6","0,6",74,"14,69",Gold
Asia Wine Trophy 2022,Caves Santa Marta Porto 10 Anos,sin añada,"Caves Santa Marta, Vinhos e Derivados, CRL",Portugal,Douro,Vino de Oporto,semi dulce,tanque de acero,tinto,"Touriga Nacional, Touriga Franca, Tinta Amarella, Tinto Cao, Tinta Barroca, Tinta Roriz","19,6","4,7",103,66,"19,77",Gold
Asia Wine Trophy 2022,Graça 28,2019,Barão de Vilar,Portugal,Douro,Vino tranquilo,afrutado,maduración en barrica de madera,tinto,"Tinta Roriz, Touriga Nacional, Touriga Franca, Tinta Barroca",14,"5,2","11,4",94,10,Gold
Asia Wine Trophy 2022,Alves de Sousa Porto Vintage,2019,Domingos Alves de Sousa,Portugal,Douro,Vino de Oporto,semi dulce,No especificado,tinto,"Touriga Nacional, Souzao, Touriga Franca","19,5","4,9",123,48,60,Gold
Asia Wine Trophy 2022,Santa Caterina Chianti Classico DOCG Gran Selezione,2016,Castello d´Albola,Italia,Toskana Maremma,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Sangiovese,"13,68","5,32","2,8",108,"34,9",Gold
Asia Wine Trophy 2022,Chianti Classico DOCG,2019,Castello d´Albola,Italia,Toskana Maremma,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Sangiovese,"13,76","5,25","2,42",113,"15,9",Gold
Asia Wine Trophy 2022,Ilmò Primitivo di Manduria DOP Riserva,2018,La Pruina SNC,Italia,Puglia,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,Primitivo,"14,5",7,17,110,20,Gold
Asia Wine Trophy 2022,BICENTO 53,2018,Societa Agricola Nativ SRL,Italia,Kampanien,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,Aglianico,"14,5","6,37","6,8",0,24,Gold
Asia Wine Trophy 2022,EREMO NERO,2018,Societa Agricola Nativ SRL,Italia,Kampanien,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,Aglianico,"14,5","6,27",7,139,25,Gold
Asia Wine Trophy 2022,Eremo San Quirico,2018,Societa Agricola Nativ SRL,Italia,Kampanien,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,Aglianico,"14,5","6,27",7,130,22,Gold
Asia Wine Trophy 2022,Blauer Zweigelt Rosalia DAC,2019,Qualitätsweinbau FISCHER,Austria,Burgenland,Vino tranquilo,Seco,tanque de acero,tinto,Blauer Zweigelt,"13,3","4,5","3,5",93,"8,5",Gold
Asia Wine Trophy 2022,Clementi Valpolicella Classico Superiore DOC,2018,Clementi,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Rondinella, Molinara, Corvinone, Corvina","13,5","5,7","0,6",64,16,Gold
Asia Wine Trophy 2022,Valpolicella Classico DOC,2018,Tenute Ugolini Società Agricola S.s.,Italia,Veneto,Vino tranquilo,Seco,tanque de acero,tinto,"Molinara, Corvina Veronese, Rondinella","13,5","5,25",3,78,10,Gold
Asia Wine Trophy 2022,VIVUNT AMARONE DELLA VALPOLICELLA DOCG,2018,International Wine Group SRL,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Corvinone, Molinara, Corvina Veronese, Rondinella","15,5","5,5","6,7",125,20,Gold
Asia Wine Trophy 2022,VILLA VETTI ROSSO IGT,2018,International Wine Group SRL,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Corvina Veronese, Merlot",15,"5,6",6,130,"6,5",Gold
Asia Wine Trophy 2022,Valpolicella Ripasso Classico Superiore,2017,Tenute Ugolini Società Agricola S.s.,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Molinara, Corvina Veronese, Rondinella",15,"5,35","3,8",76,18,Gold
